;;;Rodrigo;;;3;3,1%;;█;;
;;;Rogério;;;1;1,0%;;;;
;;;Romulo;;;1;1,0%;;;;
;;;Ronaldo;;;2;2,1%;;;;
;;;Sidnei;;;1;1,0%;;;;
;;;vagner ramos;;;1;1,0%;;;;
;;;Valdecir;;;1;1,0%;;;;
;;;Vilson;;;1;1,0%;;;;
;;;vinicios;;;3;3,1%;;█;;
;;;vinicios Ribas;;;1;1,0%;;;;
;;;Vinícius;;;2;2,1%;;;;
;;;Vinícius Ribas Pereira;;;1;1,0%;;;;
;;;waldinil;;;1;1,0%;;;;
;;;William;;;2;2,1%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;000;;;1;1,5%;;;;
;;;00000;;;1;1,5%;;;;
;;;000000;;;1;1,5%;;;;
;;;0000000;;;1;1,5%;;;;
;;;0000oooo;;;1;1,5%;;;;
;;;01332494685;;;1;1,5%;;;;
;;;1332494685;;;3;4,5%;;█;;
;;;1535528235;;;1;1,5%;;;;
;;;1535528360;;;1;1,5%;;;;
;;;21017103;;;1;1,5%;;;;
;;;21032400;;;1;1,5%;;;;
;;;21060640;;;2;3,0%;;█;;
;;;2134232322;;;1;1,5%;;;;
;;;21349087;;;1;1,5%;;;;
;;;21356900;;;1;1,5%;;;;
;;;21417247;;;1;1,5%;;;;
;;;21417257;;;2;3,0%;;█;;
;;;21427257;;;1;1,5%;;;;
;;;21458900;;;1;1,5%;;;;
;;;21692400;;;2;3,0%;;█;;
;;;21698500;;;1;1,5%;;;;
;;;223456587;;;1;1,5%;;;;
;;;30609250;;;1;1,5%;;;;
;;;3134565734;;;1;1,5%;;;;
;;;31417257;;;1;1,5%;;;;
;;;31672000;;;2;3,0%;;█;;
;;;31703453;;;1;1,5%;;;;
;;;32456900;;;1;1,5%;;;;
;;;32457890;;;1;1,5%;;;;
;Motorista:   da Silva, Revair;;;;;;;;;;
;;;32503796;;;1;1,5%;;;;
;;;33178111;;;1;1,5%;;;;
;;;33412110;;;1;1,5%;;;;
;;;33854668;;;1;1,5%;;;;
;;;34560900;;;1;1,5%;;;;
;;;34562121;;;1;1,5%;;;;
;;;3456789199;;;1;1,5%;;;;
;;;35230700;;;1;1,5%;;;;
;;;36169600;;;1;1,5%;;;;
;;;36998400;;;1;1,5%;;;;
;;;37313250;;;1;1,5%;;;;
;;;4121417257;;;3;4,5%;;█;;
;;;4133175100;;;2;3,0%;;█;;
;;;4136412213;;;1;1,5%;;;;
;;;4221345653;;;1;1,5%;;;;
;;;4231418200;;;1;1,5%;;;;
;;;4232203900;;;1;1,5%;;;;
;;;4232223900;;;1;1,5%;;;;
;;;4232281100;;;1;1,5%;;;;
;;;4232361928;;;1;1,5%;;;;
;;;4234435678;;;1;1,5%;;;;
;;;4235207200;;;1;1,5%;;;;
;;;4235307200;;;1;1,5%;;;;
;;;4235678900;;;1;1,5%;;;;
;;;4236217800;;;1;1,5%;;;;
;;;4242281100;;;1;1,5%;;;;
;;;4799653386;;;1;1,5%;;;;
;;;62985558364;;;1;1,5%;;;;
;;;999234544;;;1;1,5%;;;;
;;;;;;;;;;;
;Motorista:   de Moura, Jepherson;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;122;98,4%;;████████████████████;;
;;;True;;;2;1,6%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;122;98,4%;;████████████████████;;
;;;ar comprimido;;;1;0,8%;;;;
;;;co2 25kg;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;122;98,4%;;████████████████████;;
;;;17,00;;;1;0,8%;;;;
;;;8,00;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;106;85,5%;;█████████████████;;
;;;alvaro;;;3;2,4%;;;;
;;;beca;;;1;0,8%;;;;
;;;Gilberto;;;1;0,8%;;;;
;;;João;;;2;1,6%;;;;
;;;Leonardo;;;1;0,8%;;;;
;;;o;;;6;4,8%;;█;;
;;;Sandro;;;1;0,8%;;;;
;;;Thiago;;;2;1,6%;;;;
;;;Thomas;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;74;98,7%;;████████████████████;;
;;;beca;;;1;1,3%;;;;
;;;;;;;;;;;
;Motorista:   Melo, Leandro;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;25;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;4,0%;;█;;
;;;.;;;5;20,0%;;████;;
;;;0;;;10;40,0%;;████████;;
;;;n;;;1;4,0%;;█;;
;;;nada;;;2;8,0%;;██;;
;;;não;;;4;16,0%;;███;;
;;;nenhum;;;1;4,0%;;█;;
;;;o;;;1;4,0%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;25;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;.;;;4;16,0%;;███;;
;;;andre;;;1;4,0%;;█;;
;;;Danilo;;;1;4,0%;;█;;
;;;everson;;;1;4,0%;;█;;
;;;Fabiana;;;1;4,0%;;█;;
;;;Jefferson;;;1;4,0%;;█;;
;;;João;;;1;4,0%;;█;;
;;;Marcos;;;1;4,0%;;█;;
;;;nada;;;3;12,0%;;██;;
;;;nehum;;;1;4,0%;;█;;
;;;nenhum;;;4;16,0%;;███;;
;;;valdecir;;;1;4,0%;;█;;
;;;x;;;5;20,0%;;████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;nada;;;6;75,0%;;███████████████;;
;;;nenhum;;;1;12,5%;;███;;
;;;zero;;;1;12,5%;;███;;
;;;;;;;;;;;
;Motorista:  , Gilberto;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;217;98,2%;;████████████████████;;
;;;True;;;4;1,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;163;73,8%;;███████████████;;
;;;HE30;;;1;0,5%;;;;
;;;nao;;;1;0,5%;;;;
;;;o;;;55;24,9%;;█████;;
;;;q;;;1;0,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;220;99,5%;;████████████████████;;
;;;2,00;;;1;0,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;111;50,2%;;██████████;;
;;;a;;;10;4,5%;;█;;
;;;alvaro;;;1;0,5%;;;;
;;;Carlos;;;1;0,5%;;;;
;;;Claudio;;;1;0,5%;;;;
;;;Elisabete;;;1;0,5%;;;;
;;;João;;;3;1,4%;;;;
;;;Leonardo;;;2;0,9%;;;;
;;;nao;;;1;0,5%;;;;
;;;o;;;83;37,6%;;████████;;
;;;q;;;1;0,5%;;;;
;;;Ricardo;;;1;0,5%;;;;
;;;Samuel;;;1;0,5%;;;;
;;;Sandro;;;1;0,5%;;;;
;;;sem contato;;;1;0,5%;;;;
;;;Tania;;;1;0,5%;;;;
;;;z;;;1;0,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;99;64,7%;;█████████████;;
;;;1;;;1;0,7%;;;;
;;;o;;;53;34,6%;;███████;;
;;;;;;;;;;;
;Motorista:  Alves de Souza, José;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;275;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;.;;;4;1,5%;;;;
;;;. nenhum;;;1;0,4%;;;;
;;;..;;;6;2,2%;;;;
;;;...;;;1;0,4%;;;;
;;;0;;;5;1,8%;;;;
;;;nenhum;;;60;21,8%;;████;;
;;;nenhuma;;;41;14,9%;;███;;
;;;nenun;;;2;0,7%;;;;
;;;o;;;155;56,4%;;███████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;275;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;.;;;5;1,8%;;;;
;;;..;;;3;1,1%;;;;
;;;acassio;;;1;0,4%;;;;
;;;Adilson;;;1;0,4%;;;;
;;;Adriano;;;1;0,4%;;;;
;;;adriel;;;1;0,4%;;;;
;;;Ailton;;;1;0,4%;;;;
;;;alan;;;1;0,4%;;;;
;;;Alana;;;1;0,4%;;;;
;;;Alaor;;;1;0,4%;;;;
;;;Alessandro;;;3;1,1%;;;;
;;;Alexandre;;;7;2,5%;;█;;
;;;alexis;;;1;0,4%;;;;
;;;alvorantino;;;1;0,4%;;;;
;;;Amauri;;;1;0,4%;;;;
;;;Anderson;;;3;1,1%;;;;
;;;Antônio;;;2;0,7%;;;;
;;;Braga;;;1;0,4%;;;;
;;;Brenda;;;1;0,4%;;;;
;;;bruna;;;2;0,7%;;;;
;;;Bruno;;;2;0,7%;;;;
;;;caiere;;;1;0,4%;;;;
;;;caio;;;3;1,1%;;;;
;;;Carlos;;;1;0,4%;;;;
;;;Carolina;;;1;0,4%;;;;
;;;Célio;;;1;0,4%;;;;
;;;Celso;;;1;0,4%;;;;
;;;Chico;;;1;0,4%;;;;
;;;cicero;;;1;0,4%;;;;
;;;civaldo;;;1;0,4%;;;;
;;;Claudinei;;;1;0,4%;;;;
;;;Cleber;;;1;0,4%;;;;
;;;Cleiton;;;1;0,4%;;;;
;;;Cristiane;;;1;0,4%;;;;
;;;Daiane;;;1;0,4%;;;;
;;;daniel;;;2;0,7%;;;;
;;;daniela;;;1;0,4%;;;;
;;;Danilo;;;2;0,7%;;;;
;;;deles;;;1;0,4%;;;;
;;;Diogo;;;1;0,4%;;;;
;Motorista:  Alves de Souza, José;;;;;;;;;;
;;;dorival;;;1;0,4%;;;;
;;;Douglas;;;5;1,8%;;;;
;;;Eder;;;1;0,4%;;;;
;;;edivaldo;;;1;0,4%;;;;
;;;Edson;;;1;0,4%;;;;
;;;Eduardo;;;1;0,4%;;;;
;;;elias;;;5;1,8%;;;;
;;;Eliel;;;1;0,4%;;;;
;;;eliezer;;;1;0,4%;;;;
;;;Elizângela;;;1;0,4%;;;;
;;;elton;;;2;0,7%;;;;
;;;Elvis;;;1;0,4%;;;;
;;;erick;;;2;0,7%;;;;
;;;ester;;;1;0,4%;;;;
;;;Eudes;;;1;0,4%;;;;
;;;Everson;;;5;1,8%;;;;
;;;Everton;;;1;0,4%;;;;
;;;Fábio;;;2;0,7%;;;;
;;;Fábio leite;;;1;0,4%;;;;
;;;Fabricio;;;1;0,4%;;;;
;;;Felipe;;;1;0,4%;;;;
;;;Fernando;;;1;0,4%;;;;
;;;Flávia;;;3;1,1%;;;;
;;;Flávio;;;1;0,4%;;;;
;;;Gabriel;;;2;0,7%;;;;
;;;gelcio;;;2;0,7%;;;;
;;;Gelson;;;2;0,7%;;;;
;;;Genival;;;1;0,4%;;;;
;;;Genivaldo;;;1;0,4%;;;;
;;;Gerson;;;1;0,4%;;;;
;;;gideon;;;1;0,4%;;;;
;;;gildasia;;;1;0,4%;;;;
;;;Gilson;;;1;0,4%;;;;
;;;Giovane;;;2;0,7%;;;;
;;;Giovanna;;;1;0,4%;;;;
;;;Guilherme;;;3;1,1%;;;;
;;;Gustavo;;;3;1,1%;;;;
;;;hector;;;2;0,7%;;;;
;;;Heitor;;;1;0,4%;;;;
;;;helena;;;1;0,4%;;;;
;;;Helton;;;1;0,4%;;;;
;;;Henrique;;;1;0,4%;;;;
;;;Humberto;;;1;0,4%;;;;
;;;hury;;;1;0,4%;;;;
;;;Iane;;;1;0,4%;;;;
;;;iany;;;1;0,4%;;;;
;;;ismael;;;2;0,7%;;;;
;;;ivan;;;2;0,7%;;;;
;;;Jefferson;;;1;0,4%;;;;
;;;Jenifer;;;1;0,4%;;;;
;;;joao;;;1;0,4%;;;;
;;;João;;;8;2,9%;;█;;
;;;jociano;;;1;0,4%;;;;
;;;Jorge;;;4;1,5%;;;;
;;;jose;;;5;1,8%;;;;
;;;José;;;4;1,5%;;;;
;;;josias;;;1;0,4%;;;;
;;;joveniano;;;2;0,7%;;;;
;;;juliana;;;1;0,4%;;;;
;;;Juliano;;;1;0,4%;;;;
;;;Justino;;;2;0,7%;;;;
;Motorista:  Alves de Souza, José;;;;;;;;;;
;;;Kleber;;;1;0,4%;;;;
;;;kleberton;;;1;0,4%;;;;
;;;Leandro;;;3;1,1%;;;;
;;;Leonardo;;;1;0,4%;;;;
;;;Leticia;;;1;0,4%;;;;
;;;Lilian;;;1;0,4%;;;;
;;;luan;;;2;0,7%;;;;
;;;Lucas;;;2;0,7%;;;;
;;;Luis;;;6;2,2%;;;;
;;;luiz;;;2;0,7%;;;;
;;;Luiza;;;1;0,4%;;;;
;;;maira;;;1;0,4%;;;;
;;;marcelo;;;2;0,7%;;;;
;;;marcia;;;1;0,4%;;;;
;;;marcos;;;4;1,5%;;;;
;;;matheus;;;4;1,5%;;;;
;;;Maurício;;;1;0,4%;;;;
;;;Miguel;;;1;0,4%;;;;
;;;Mirian;;;1;0,4%;;;;
;;;murilo;;;1;0,4%;;;;
;;;orlando;;;1;0,4%;;;;
;;;OSMINDO;;;1;0,4%;;;;
;;;paulo;;;3;1,1%;;;;
;;;pedro;;;5;1,8%;;;;
;;;Rafael;;;1;0,4%;;;;
;;;Raphael;;;1;0,4%;;;;
;;;Reinaldo;;;5;1,8%;;;;
;;;renato;;;2;0,7%;;;;
;;;Ricardo;;;2;0,7%;;;;
;;;roberto;;;2;0,7%;;;;
;;;Rodolfo;;;1;0,4%;;;;
;;;Rodrigo;;;4;1,5%;;;;
;;;Rogério;;;1;0,4%;;;;
;;;ronaldi;;;1;0,4%;;;;
;;;Ronaldo;;;3;1,1%;;;;
;;;rubens;;;1;0,4%;;;;
;;;Sergio;;;3;1,1%;;;;
;;;tulio;;;1;0,4%;;;;
;;;Vagner;;;1;0,4%;;;;
;;;Valdecir;;;1;0,4%;;;;
;;;valdemar;;;2;0,7%;;;;
;;;valdinei;;;1;0,4%;;;;
;;;valdir;;;1;0,4%;;;;
;;;valeria;;;1;0,4%;;;;
;;;Victor;;;1;0,4%;;;;
;;;Vinícius;;;2;0,7%;;;;
;;;Vitor;;;1;0,4%;;;;
;;;Wagner;;;2;0,7%;;;;
;;;Walter;;;1;0,4%;;;;
;;;Wanderlei;;;2;0,7%;;;;
;;;Wanderson;;;1;0,4%;;;;
;;;Wellington;;;1;0,4%;;;;
;;;Wendel;;;1;0,4%;;;;
;;;Wendell;;;2;0,7%;;;;
;;;werinton;;;1;0,4%;;;;
;;;Wesley;;;1;0,4%;;;;
;;;William;;;3;1,1%;;;;
;;;yago;;;2;0,7%;;;;
;;;yan;;;1;0,4%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;Motorista:  Alves de Souza, José;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;,;;;13;6,3%;;█;;
;;;.;;;5;2,4%;;;;
;;;..;;;3;1,4%;;;;
;;;0;;;6;2,9%;;█;;
;;;Guilherme;;;1;0,5%;;;;
;;;luiza;;;1;0,5%;;;;
;;;nenhum;;;4;1,9%;;;;
;;;nenhuma;;;13;6,3%;;█;;
;;;o;;;158;76,3%;;███████████████;;
;;;Ricardo;;;1;0,5%;;;;
;;;valeria;;;1;0,5%;;;;
;;;Wanderlel;;;1;0,5%;;;;
;;;;;;;;;;;
;Motorista:  Atayde, Wesley;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;4;19,0%;;████;;
;;;True;;;17;81,0%;;████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;4,8%;;█;;
;;;11;;;1;4,8%;;█;;
;;;2;;;8;38,1%;;████████;;
;;;3;;;1;4,8%;;█;;
;;;5;;;3;14,3%;;███;;
;;;f;;;1;4,8%;;█;;
;;;nenhum;;;4;19,0%;;████;;
;;;r;;;1;4,8%;;█;;
;;;t;;;1;4,8%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;5;23,8%;;█████;;
;;;1,00;;;1;4,8%;;█;;
;;;11,00;;;1;4,8%;;█;;
;;;2,00;;;9;42,9%;;█████████;;
;;;3,00;;;1;4,8%;;█;;
;;;5,00;;;4;19,0%;;████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;4,8%;;█;;
;;;cliente;;;1;4,8%;;█;;
;;;e;;;1;4,8%;;█;;
;;;f;;;1;4,8%;;█;;
;;;Genilson;;;1;4,8%;;█;;
;;;i;;;1;4,8%;;█;;
;;;Lucas;;;1;4,8%;;█;;
;;;Marcos;;;10;47,6%;;██████████;;
;;;t;;;1;4,8%;;█;;
;;;u;;;1;4,8%;;█;;
;;;Valdinei;;;1;4,8%;;█;;
;;;Victor;;;1;4,8%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;5,6%;;█;;
;;;g;;;1;5,6%;;█;;
;;;Genilson;;;1;5,6%;;█;;
;;;Lucas;;;1;5,6%;;█;;
;;;Marcos;;;8;44,4%;;█████████;;
;;;t;;;2;11,1%;;██;;
;;;u;;;2;11,1%;;██;;
;;;Valdinei;;;1;5,6%;;█;;
;;;Victor;;;1;5,6%;;█;;
;;;;;;;;;;;
;Motorista:  Augusto Barros, Cesar;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;201;98,0%;;████████████████████;;
;;;True;;;4;2,0%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;7;3,4%;;█;;
;;; 0;;;2;1,0%;;;;
;;;,;;;7;3,4%;;█;;
;;;,0;;;1;0,5%;;;;
;;;.;;;10;4,9%;;█;;
;;;0;;;172;83,9%;;█████████████████;;
;;;não;;;4;2,0%;;;;
;;;o;;;2;1,0%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;205;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;35;17,1%;;███;;
;;;,;;;8;3,9%;;█;;
;;;,0;;;2;1,0%;;;;
;;;.;;;44;21,5%;;████;;
;;;..;;;1;0,5%;;;;
;;;...;;;1;0,5%;;;;
;;;0;;;111;54,1%;;███████████;;
;;;não;;;3;1,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;35;24,5%;;█████;;
;;;,;;;9;6,3%;;█;;
;;;,0;;;1;0,7%;;;;
;;;.;;;13;9,1%;;██;;
;;;0;;;81;56,6%;;███████████;;
;;;Eduardo;;;1;0,7%;;;;
;;;não;;;3;2,1%;;;;
;;;;;;;;;;;
;Motorista:  Candido, Wiliam;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;153;65,9%;;█████████████;;
;;;True;;;79;34,1%;;███████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;190;81,9%;;████████████████;;
;;;  o;;;1;0,4%;;;;
;;;.;;;3;1,3%;;;;
;;;0;;;23;9,9%;;██;;
;;;nao;;;13;5,6%;;█;;
;;;o;;;2;0,9%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;232;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;200;86,2%;;█████████████████;;
;;;.;;;6;2,6%;;█;;
;;;0;;;2;0,9%;;;;
;;;Adrian santos;;;1;0,4%;;;;
;;;aginaldo;;;1;0,4%;;;;
;;;almoxarifado;;;1;0,4%;;;;
;;;Andre;;;1;0,4%;;;;
;;;carlos;;;1;0,4%;;;;
;;;Danilo;;;1;0,4%;;;;
;;;elias telles;;;1;0,4%;;;;
;;;Lorraine;;;1;0,4%;;;;
;;;nao;;;12;5,2%;;█;;
;;;o;;;3;1,3%;;;;
;;;portaria;;;1;0,4%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;181;98,9%;;████████████████████;;
;;;0;;;2;1,1%;;;;
;;;;;;;;;;;
;Motorista:  Céu, Mauricio;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;177;96,2%;;███████████████████;;
;;;True;;;7;3,8%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;,p;;;1;0,5%;;;;
;;;0;;;99;53,8%;;███████████;;
;;;15ar comprido+18.  o2 10 m3;;;1;0,5%;;;;
;;;ar comprimido;;;1;0,5%;;;;
;;;diverso;;;1;0,5%;;;;
;;;f;;;1;0,5%;;;;
;;;não;;;5;2,7%;;█;;
;;;nitro;;;1;0,5%;;;;
;;;o;;;69;37,5%;;████████;;
;;;o2;;;1;0,5%;;;;
;;;oxigênio med075;;;1;0,5%;;;;
;;;s;;;1;0,5%;;;;
;;;solda ferro 8;;;1;0,5%;;;;
;;;varios;;;1;0,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
