;;;False;;;115;96,6%;;███████████████████;;
;;;True;;;4;3,4%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;.nao;;;2;1,7%;;;;
;;;0;;;1;0,8%;;;;
;;;000;;;3;2,5%;;█;;
;;;nao;;;38;31,9%;;██████;;
;;;nenhum;;;70;58,8%;;████████████;;
;;;nenhuma;;;1;0,8%;;;;
;;;nenum;;;2;1,7%;;;;
;;;oxig medcinal;;;1;0,8%;;;;
;;;oxigênio indusrial e acetileno;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;117;98,3%;;████████████████████;;
;;;1,00;;;1;0,8%;;;;
;;;8,00;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;000;;;3;2,5%;;█;;
;;;andre almoxarifado;;;1;0,8%;;;;
;;;klei fabiano manutenção;;;1;0,8%;;;;
;;;nao;;;49;41,2%;;████████;;
;;;nenhum;;;63;52,9%;;███████████;;
;;;nenhuma;;;1;0,8%;;;;
;;;Salomão;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;; nao;;;1;1,3%;;;;
;;;000;;;3;3,9%;;█;;
;;;123;;;1;1,3%;;;;
;;;nao;;;48;63,2%;;█████████████;;
;;;nemhum;;;1;1,3%;;;;
;;;nenhum;;;22;28,9%;;██████;;
;;;;;;;;;;;
;Motorista:  da Silva, Carlos;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;150;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;27;18,0%;;████;;
;;;00;;;3;2,0%;;;;
;;;nao;;;1;0,7%;;;;
;;;não;;;17;11,3%;;██;;
;;;não tem cilindros  para recolher;;;1;0,7%;;;;
;;;nenhum;;;39;26,0%;;█████;;
;;;oo;;;1;0,7%;;;;
;;;x;;;52;34,7%;;███████;;
;;;xx;;;5;3,3%;;█;;
;;;xxx;;;3;2,0%;;;;
;;;z;;;1;0,7%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;150;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;6;4,0%;;█;;
;;;ana;;;1;0,7%;;;;
;;;Andre;;;1;0,7%;;;;
;;;André;;;2;1,3%;;;;
;;;ari;;;1;0,7%;;;;
;;;ayane;;;1;0,7%;;;;
;;;boris;;;1;0,7%;;;;
;;;Carlos;;;2;1,3%;;;;
;;;Devid;;;1;0,7%;;;;
;;;Diogenis;;;1;0,7%;;;;
;;;Elizandra;;;2;1,3%;;;;
;;;Erivan;;;1;0,7%;;;;
;;;Jailson;;;11;7,3%;;█;;
;;;jonatas;;;1;0,7%;;;;
;;;José Moisés;;;1;0,7%;;;;
;;;Leandro;;;1;0,7%;;;;
;;;não;;;24;16,0%;;███;;
;;;nenhum;;;23;15,3%;;███;;
;;;Priscila;;;1;0,7%;;;;
;;;raiza;;;2;1,3%;;;;
;;;romero;;;1;0,7%;;;;
;;;Tamires;;;1;0,7%;;;;
;;;Vagner;;;1;0,7%;;;;
;;;x;;;53;35,3%;;███████;;
;;;xx;;;3;2,0%;;;;
;;;xxcc;;;1;0,7%;;;;
;;;xxx;;;4;2,7%;;█;;
;;;xxxx;;;2;1,3%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;,0000;;;1;0,7%;;;;
;;;0;;;4;2,8%;;█;;
;;;00;;;3;2,1%;;;;
;;;000;;;15;10,5%;;██;;
;;;0000;;;14;9,8%;;██;;
;;;00000;;;2;1,4%;;;;
;;;11223;;;1;0,7%;;;;
;Motorista:  da Silva, Carlos;;;;;;;;;;
;;;123;;;8;5,6%;;█;;
;;;133;;;1;0,7%;;;;
;;;não;;;27;18,9%;;████;;
;;;nenhum;;;7;4,9%;;█;;
;;;x;;;53;37,1%;;███████;;
;;;xx;;;2;1,4%;;;;
;;;xxx;;;5;3,5%;;█;;
;;;;;;;;;;;
;Motorista:  da silva, Cristiano;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;84;86,6%;;█████████████████;;
;;;True;;;13;13,4%;;███;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;1;1,0%;;;;
;;;00;;;13;13,4%;;███;;
;;;argonio;;;1;1,0%;;;;
;;;b;;;2;2,1%;;;;
;;;Cliente não tem cilindro pra recolhimento;;;1;1,0%;;;;
;;;diverso;;;3;3,1%;;█;;
;;;diversos;;;4;4,1%;;█;;
;;;diveso;;;1;1,0%;;;;
;;;n;;;47;48,5%;;██████████;;
;;;nao;;;3;3,1%;;█;;
;;;não;;;7;7,2%;;█;;
;;;nenhum;;;6;6,2%;;█;;
;;;nenhuma;;;6;6,2%;;█;;
;;;oxigênio;;;1;1,0%;;;;
;;;oxigênio  industrial;;;1;1,0%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;86;88,7%;;██████████████████;;
;;;1,00;;;1;1,0%;;;;
;;;10,00;;;1;1,0%;;;;
;;;20,00;;;3;3,1%;;█;;
;;;24,00;;;1;1,0%;;;;
;;;30,00;;;1;1,0%;;;;
;;;5,00;;;3;3,1%;;█;;
;;;8,00;;;1;1,0%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;00;;;5;5,2%;;█;;
;;;Angélica;;;2;2,1%;;;;
;;;Arthur;;;3;3,1%;;█;;
;;;b;;;3;3,1%;;█;;
;;;brametal;;;2;2,1%;;;;
;;;brunet;;;8;8,2%;;██;;
;;;Brunetti;;;2;2,1%;;;;
;;;dara;;;1;1,0%;;;;
;;;fulim;;;1;1,0%;;;;
;;;gean;;;1;1,0%;;;;
;;;hospital;;;1;1,0%;;;;
;;;Jean Carlos;;;1;1,0%;;;;
;;;josival;;;1;1,0%;;;;
;;;juliana;;;1;1,0%;;;;
;;;lasa;;;3;3,1%;;█;;
;;;Leandro;;;3;3,1%;;█;;
;;;m;;;1;1,0%;;;;
;;;n;;;43;44,3%;;█████████;;
;;;nao;;;5;5,2%;;█;;
;;;não;;;7;7,2%;;█;;
;;;Ronaldo;;;1;1,0%;;;;
;;;Thiago;;;1;1,0%;;;;
;;;Vander;;;1;1,0%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;Motorista:  da silva, Cristiano;;;;;;;;;;
;;;00;;;4;4,9%;;█;;
;;;b;;;1;1,2%;;;;
;;;n;;;49;60,5%;;████████████;;
;;;na;;;1;1,2%;;;;
;;;nao;;;16;19,8%;;████;;
;;;não;;;10;12,3%;;██;;
;;;;;;;;;;;
;Motorista:  da Silva, João Batista;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;160;87,0%;;█████████████████;;
;;;True;;;24;13,0%;;███;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;0,5%;;;;
;;; ,;;;1;0,5%;;;;
;;; a;;;1;0,5%;;;;
;;;,;;;29;15,8%;;███;;
;;;0;;;8;4,3%;;█;;
;;;1;;;2;1,1%;;;;
;;;14;;;1;0,5%;;;;
;;;a;;;78;42,4%;;████████;;
;;;b;;;1;0,5%;;;;
;;;e;;;3;1,6%;;;;
;;;h;;;2;1,1%;;;;
;;;he;;;1;0,5%;;;;
;;;helix;;;1;0,5%;;;;
;;;Helix de 3 metros;;;1;0,5%;;;;
;;;MPP 5129;;;1;0,5%;;;;
;;;não;;;1;0,5%;;;;
;;;o;;;12;6,5%;;█;;
;;;ox;;;7;3,8%;;█;;
;;;oxigênio;;;3;1,6%;;;;
;;;oxigênio , 10m, nitrogênio;;;1;0,5%;;;;
;;;oxigênio 10 m;;;1;0,5%;;;;
;;;s;;;16;8,7%;;██;;
;;;se;;;1;0,5%;;;;
;;;sol;;;4;2,2%;;;;
;;;solda;;;1;0,5%;;;;
;;;v;;;1;0,5%;;;;
;;;w;;;2;1,1%;;;;
;;;z;;;3;1,6%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;161;87,5%;;██████████████████;;
;;;1,00;;;11;6,0%;;█;;
;;;10,00;;;1;0,5%;;;;
;;;11,00;;;2;1,1%;;;;
;;;12,00;;;1;0,5%;;;;
;;;14,00;;;1;0,5%;;;;
;;;2,00;;;1;0,5%;;;;
;;;24,00;;;1;0,5%;;;;
;;;4,00;;;1;0,5%;;;;
;;;8,00;;;3;1,6%;;;;
;;;9,00;;;1;0,5%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;; ,;;;1;0,5%;;;;
;;;,;;;12;6,5%;;█;;
;;;2;;;1;0,5%;;;;
;;;a;;;68;37,0%;;███████;;
;;;aa;;;1;0,5%;;;;
;;;an;;;1;0,5%;;;;
;;;as;;;6;3,3%;;█;;
;;;au;;;1;0,5%;;;;
;;;auri;;;1;0,5%;;;;
;;;barto;;;1;0,5%;;;;
;Motorista:  da Silva, João Batista;;;;;;;;;;
;;;ben;;;1;0,5%;;;;
;;;c;;;1;0,5%;;;;
;;;cel;;;1;0,5%;;;;
;;;cle;;;1;0,5%;;;;
;;;Cleiton;;;1;0,5%;;;;
;;;d;;;5;2,7%;;█;;
;;;da;;;1;0,5%;;;;
;;;daividi;;;1;0,5%;;;;
;;;Damares;;;1;0,5%;;;;
;;;Diego;;;1;0,5%;;;;
;;;ds;;;1;0,5%;;;;
;;;e;;;1;0,5%;;;;
;;;el;;;1;0,5%;;;;
;;;Eliete e Edileuza 61982566800;;;1;0,5%;;;;
;;;f;;;1;0,5%;;;;
;;;g;;;3;1,6%;;;;
;;;Gilson;;;1;0,5%;;;;
;;;h;;;2;1,1%;;;;
;;;isr;;;1;0,5%;;;;
;;;jose;;;1;0,5%;;;;
;;;José;;;1;0,5%;;;;
;;;jose erildo;;;1;0,5%;;;;
;;;k;;;3;1,6%;;;;
;;;ka;;;1;0,5%;;;;
;;;Kaio;;;1;0,5%;;;;
;;;l;;;2;1,1%;;;;
;;;le;;;1;0,5%;;;;
;;;lo;;;1;0,5%;;;;
;;;lu;;;1;0,5%;;;;
;;;m;;;3;1,6%;;;;
;;;Marcelo;;;1;0,5%;;;;
;;;Maria;;;1;0,5%;;;;
;;;não;;;1;0,5%;;;;
;;;o;;;3;1,6%;;;;
;;;p;;;3;1,6%;;;;
;;;pe;;;1;0,5%;;;;
;;;r;;;1;0,5%;;;;
;;;Rayane;;;1;0,5%;;;;
;;;ro;;;1;0,5%;;;;
;;;s;;;18;9,8%;;██;;
;;;sa;;;1;0,5%;;;;
;;;ss;;;1;0,5%;;;;
;;;t;;;1;0,5%;;;;
;;;v;;;3;1,6%;;;;
;;;vi;;;1;0,5%;;;;
;;;vil;;;1;0,5%;;;;
;;;w;;;3;1,6%;;;;
;;;wanderlan;;;2;1,1%;;;;
;;;xs;;;1;0,5%;;;;
;;;yu;;;1;0,5%;;;;
;;;z;;;3;1,6%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;;;;1;0,8%;;;;
;;;   ,;;;1;0,8%;;;;
;;;,;;;7;5,5%;;█;;
;;;0;;;1;0,8%;;;;
;;;061992539009;;;1;0,8%;;;;
;;;3;;;1;0,8%;;;;
;;;61983309672;;;1;0,8%;;;;
;Motorista:  da Silva, João Batista;;;;;;;;;;
;;;619953044541;;;1;0,8%;;;;
;;;999234122;;;1;0,8%;;;;
;;;a;;;59;46,5%;;█████████;;
;;;aa;;;1;0,8%;;;;
;;;as ur;;;1;0,8%;;;;
;;;ben;;;1;0,8%;;;;
;;;c;;;1;0,8%;;;;
;;;cel;;;1;0,8%;;;;
;;;cle;;;1;0,8%;;;;
;;;d;;;4;3,1%;;█;;
;;;da;;;1;0,8%;;;;
;;;ddeivid;;;1;0,8%;;;;
;;;e;;;1;0,8%;;;;
;;;g;;;4;3,1%;;█;;
;;;h;;;2;1,6%;;;;
;;;José;;;1;0,8%;;;;
;;;k;;;2;1,6%;;;;
;;;ka;;;1;0,8%;;;;
;;;l;;;2;1,6%;;;;
;;;leny;;;1;0,8%;;;;
;;;lo;;;1;0,8%;;;;
;;;lu;;;1;0,8%;;;;
;;;m;;;3;2,4%;;;;
;;;não passou;;;1;0,8%;;;;
;;;o;;;2;1,6%;;;;
;;;p;;;2;1,6%;;;;
;;;ro;;;1;0,8%;;;;
;;;s;;;5;3,9%;;█;;
;;;t;;;1;0,8%;;;;
;;;v;;;2;1,6%;;;;
;;;va;;;1;0,8%;;;;
;;;vi;;;1;0,8%;;;;
;;;vil;;;1;0,8%;;;;
;;;w;;;3;2,4%;;;;
;;;z;;;2;1,6%;;;;
;;;;;;;;;;;
;Motorista:  da Silva, Ronaldo;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;7;77,8%;;████████████████;;
;;;True;;;2;22,2%;;████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;acetileno;;;2;22,2%;;████;;
;;;não;;;7;77,8%;;████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;7;77,8%;;████████████████;;
;;;15,00;;;1;11,1%;;██;;
;;;20,00;;;1;11,1%;;██;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;Arthur;;;1;11,1%;;██;;
;;;fullin;;;1;11,1%;;██;;
;;;joil;;;2;22,2%;;████;;
;;;Leandro;;;2;22,2%;;████;;
;;;Lucas;;;1;11,1%;;██;;
;;;luiz;;;1;11,1%;;██;;
;;;luiz Carlos;;;1;11,1%;;██;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;00;;;1;11,1%;;██;;
;;;n;;;1;11,1%;;██;;
;;;nao;;;1;11,1%;;██;;
;;;não;;;6;66,7%;;█████████████;;
;;;;;;;;;;;
;Motorista:  De Almeida, Amarildo;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;54;88,5%;;██████████████████;;
;;;True;;;7;11,5%;;██;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;,0;;;1;1,6%;;;;
;;;0;;;23;37,7%;;████████;;
;;;Argônio;;;1;1,6%;;;;
;;;Argônio e Diox de carbonio;;;1;1,6%;;;;
;;;argônio e dióxido de carbono;;;1;1,6%;;;;
;;;Argônio up;;;1;1,6%;;;;
;;;Indrogenio;;;1;1,6%;;;;
;;;nao;;;3;4,9%;;█;;
;;;não;;;28;45,9%;;█████████;;
;;;Oxigênio e Acetileno;;;1;1,6%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;55;90,2%;;██████████████████;;
;;;1,00;;;1;1,6%;;;;
;;;10,00;;;1;1,6%;;;;
;;;2,00;;;1;1,6%;;;;
;;;20,00;;;1;1,6%;;;;
;;;30,00;;;2;3,3%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;13;21,3%;;████;;
;;;Alessandro;;;1;1,6%;;;;
;;;Angelieo;;;1;1,6%;;;;
;;;Arthur;;;1;1,6%;;;;
;;;nao;;;3;4,9%;;█;;
;;;não;;;39;63,9%;;█████████████;;
;;;Rai de Almeida;;;1;1,6%;;;;
;;;Ray Almeida;;;1;1,6%;;;;
;;;Rodolpho;;;1;1,6%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;5;8,8%;;██;;
;;;27995251419;;;2;3,5%;;█;;
;;;27995826782;;;1;1,8%;;;;
;;;27997010261;;;1;1,8%;;;;
;;;27998772110;;;1;1,8%;;;;
;;;27999666083;;;1;1,8%;;;;
;;;nao;;;3;5,3%;;█;;
;;;não;;;43;75,4%;;███████████████;;
;;;;;;;;;;;
;Motorista:  de Oliveira, Luciano;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;4;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;2;50,0%;;██████████;;
;;;00;;;2;50,0%;;██████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;4;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;2;50,0%;;██████████;;
;;;00;;;2;50,0%;;██████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;2;50,0%;;██████████;;
;;;00;;;2;50,0%;;██████████;;
;;;;;;;;;;;
;Motorista:  De Oliveira, Ruimar;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;132;99,2%;;████████████████████;;
;;;True;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;2;1,5%;;;;
;;;00;;;38;28,6%;;██████;;
;;;2 acetileno, 1 mistura;;;1;0,8%;;;;
;;;bbb;;;1;0,8%;;;;
;;;fd;;;1;0,8%;;;;
;;;gc;;;1;0,8%;;;;
;;;gf;;;8;6,0%;;█;;
;;;gg;;;7;5,3%;;█;;
;;;ggf;;;1;0,8%;;;;
;;;hf;;;3;2,3%;;;;
;;;hg;;;23;17,3%;;███;;
;;;hv;;;1;0,8%;;;;
;;;jg;;;2;1,5%;;;;
;;;n;;;31;23,3%;;█████;;
;;;não;;;1;0,8%;;;;
;;;ny;;;1;0,8%;;;;
;;;td;;;1;0,8%;;;;
;;;yf;;;5;3,8%;;█;;
;;;yg;;;5;3,8%;;█;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual a quantidade?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0,00;;;129;97,0%;;███████████████████;;
;;;3,00;;;1;0,8%;;;;
;;;65,00;;;1;0,8%;;;;
;;;685,00;;;1;0,8%;;;;
;;;844,00;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o nome do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;0;;;1;0,8%;;;;
;;;00;;;3;2,3%;;;;
;;;alaercio;;;3;2,3%;;;;
;;;Alex;;;2;1,5%;;;;
;;;Anderson;;;2;1,5%;;;;
;;;Bruno marcio;;;1;0,8%;;;;
;;;celso;;;2;1,5%;;;;
;;;Denise;;;3;2,3%;;;;
;;;Ederson;;;1;0,8%;;;;
;;;Elaine;;;1;0,8%;;;;
;;;Gabriel;;;1;0,8%;;;;
;;;gf;;;2;1,5%;;;;
;;;gff;;;1;0,8%;;;;
;;;gg;;;1;0,8%;;;;
;;;ggf;;;1;0,8%;;;;
;;;ggg;;;2;1,5%;;;;
;;;Gleidson;;;1;0,8%;;;;
;;;hf;;;6;4,5%;;█;;
;;;hfd;;;1;0,8%;;;;
;;;hff;;;1;0,8%;;;;
;;;hg;;;14;10,5%;;██;;
;;;hv;;;1;0,8%;;;;
;;;ideir;;;1;0,8%;;;;
;;;ih;;;1;0,8%;;;;
;;;jg;;;3;2,3%;;;;
;Motorista:  De Oliveira, Ruimar;;;;;;;;;;
;;;joaribe;;;4;3,0%;;█;;
;;;Juarez;;;2;1,5%;;;;
;;;jv;;;1;0,8%;;;;
;;;lucilio;;;1;0,8%;;;;
;;;n;;;32;24,1%;;█████;;
;;;Naiara;;;1;0,8%;;;;
;;;Neidso;;;1;0,8%;;;;
;;;Nubia;;;1;0,8%;;;;
;;;Paulo;;;1;0,8%;;;;
;;;tá v;;;1;0,8%;;;;
;;;tf;;;1;0,8%;;;;
;;;Tiago;;;1;0,8%;;;;
;;;uf;;;3;2,3%;;;;
;;;ug;;;6;4,5%;;█;;
;;;welerson;;;1;0,8%;;;;
;;;yc;;;1;0,8%;;;;
;;;yf;;;9;6,8%;;█;;
;;;yg;;;8;6,0%;;█;;
;;;ygg;;;1;0,8%;;;;
;;;ygv;;;1;0,8%;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Qual o contato do responsável?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;00;;;1;1,0%;;;;
;;;bv;;;1;1,0%;;;;
;;;gg;;;6;6,3%;;█;;
;;;ggf;;;1;1,0%;;;;
;;;hf;;;2;2,1%;;;;
;;;hg;;;10;10,4%;;██;;
;;;hv;;;2;2,1%;;;;
;;;jf;;;3;3,1%;;█;;
;;;jg;;;18;18,8%;;████;;
;;;jh;;;4;4,2%;;█;;
;;;n;;;32;33,3%;;███████;;
;;;uf;;;1;1,0%;;;;
;;;ug;;;7;7,3%;;█;;
;;;yf;;;1;1,0%;;;;
;;;yg;;;6;6,3%;;█;;
;;;ygg;;;1;1,0%;;;;
;;;;;;;;;;;
;Motorista:  De Paula, Erik;;;;;;;;;;
;;;;;;;;;;;
;;Cliente tem oportunidade de recolha?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;False;;;63;100,0%;;████████████████████;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Quais produtos?;;;;Respostas;% de Respostas;;;;
;;;;;;;;;;;
;;;.;;;1;1,6%;;;;
;;;0;;;16;25,4%;;█████;;
;;;00;;;39;61,9%;;████████████;;
;;;000;;;1;1,6%;;;;
;;;n;;;5;7,9%;;██;;
